"","Ai","n","dgp"
"91",0.151397671226256,500,"continuous"
"92",-0.129824304087118,500,"continuous"
"93",0.0848222520990616,500,"continuous"
"94",0.038472929212883,500,"continuous"
"95",0.114571354649696,500,"continuous"
"96",0.000352344327978354,500,"continuous"
"97",0.0993783157184865,500,"continuous"
"98",-0.0210062199628847,500,"continuous"
"99",0.0119532419686068,500,"continuous"
"100",0.10717539391404,500,"continuous"
"101",0.199626577248434,500,"continuous"
"102",0.13200640694509,500,"continuous"
"103",0.0953974799073104,500,"continuous"
"104",0.170126709940749,500,"continuous"
"105",0.0216265650593737,500,"continuous"
"106",0.194351847672738,500,"continuous"
"107",0.0113472056047861,500,"continuous"
"108",0.186211254066631,500,"continuous"
"109",0.152900310793498,500,"continuous"
"110",-0.0395642629935106,500,"continuous"
"111",0.110641401466807,500,"continuous"
"112",0.047974984833295,500,"continuous"
"113",-0.00545817906153678,500,"continuous"
"114",0.145135313140918,500,"continuous"
"115",0.0202248177299845,500,"continuous"
"116",0.0259759858326528,500,"continuous"
"117",-0.0101378431780361,500,"continuous"
"118",-0.00601570038183355,500,"continuous"
"119",-0.00708367867070676,500,"continuous"
"120",0.0588525131670869,500,"continuous"
"121",0.0780893185619837,500,"continuous"
"122",0.190240047084993,500,"continuous"
"123",0.0623795669419765,500,"continuous"
"124",0.152431486824274,500,"continuous"
"125",0.0836706889371873,500,"continuous"
"126",-0.0882131791561593,500,"continuous"
"127",0.149984333465463,500,"continuous"
"128",0.0659071879250374,500,"continuous"
"129",0.0428184651109009,500,"continuous"
"130",0.103409403168828,500,"continuous"
"131",0.0969102913867455,500,"continuous"
"132",0.0215159624045421,500,"continuous"
"133",0.251202010344695,500,"continuous"
"134",0.20718401344003,500,"continuous"
"135",0.155759064280027,500,"continuous"
"136",0.121129401271024,500,"continuous"
"137",-0.12190645898425,500,"continuous"
"138",0.219405621353566,500,"continuous"
"139",0.0295639033790778,500,"continuous"
"140",-0.0666509549128881,500,"continuous"
"141",0.216239647879618,500,"continuous"
"142",0.0612040430147899,500,"continuous"
"143",-0.000758396621143531,500,"continuous"
"144",-0.0287226059882003,500,"continuous"
"145",0.141399336398716,500,"continuous"
"146",0.0664799548441768,500,"continuous"
"147",0.0624862249597422,500,"continuous"
"148",0.0840215566462374,500,"continuous"
"149",-0.0752451528794239,500,"continuous"
"150",0.137312860005042,500,"continuous"
"151",0.143939273791868,500,"continuous"
"152",-0.0111639786067691,500,"continuous"
"153",0.127151598493856,500,"continuous"
"154",-0.00173366530780149,500,"continuous"
"155",0.0132304113934722,500,"continuous"
"156",0.0162860535815416,500,"continuous"
"157",-0.0560032182001409,500,"continuous"
"158",0.165387363154608,500,"continuous"
"159",0.0374533026117933,500,"continuous"
"160",0.0133852933322907,500,"continuous"
"161",0.172142003451329,500,"continuous"
"162",0.0038639616106846,500,"continuous"
"163",0.207655327873342,500,"continuous"
"164",0.114224917362118,500,"continuous"
"165",0.0151917806401533,500,"continuous"
"166",-0.0622561513063292,500,"continuous"
"167",0.0648521129424676,500,"continuous"
"168",0.00585937412807866,500,"continuous"
"169",0.169350805569206,500,"continuous"
"170",0.0162407004408676,500,"continuous"
"171",0.00152182452695717,500,"continuous"
"172",0.179018424720336,500,"continuous"
"173",0.0283456321038323,500,"continuous"
"174",0.0703084930765295,500,"continuous"
"175",0.0106234104323146,500,"continuous"
"176",0.0471899983417295,500,"continuous"
"177",0.0701598227448575,500,"continuous"
"178",-0.0157596026599711,500,"continuous"
"179",0.0266159396736524,500,"continuous"
"180",0.130332010727775,500,"continuous"
"181",0.0150261335513241,500,"continuous"
"182",0.0601085323724291,500,"continuous"
"183",-0.0781155828216206,500,"continuous"
"184",0.214657546468155,500,"continuous"
"185",-0.0963041061577392,500,"continuous"
"186",0.108793979332967,500,"continuous"
"187",-0.0355263221416616,500,"continuous"
"188",0.0984767286554363,500,"continuous"
"189",0.0938736340656759,500,"continuous"
"190",0.00806305917247677,500,"continuous"
"191",-0.00399289991991744,500,"continuous"
"192",0.0738811396977148,500,"continuous"
"193",0.0794897209999915,500,"continuous"
"194",-0.00291632384855005,500,"continuous"
"195",0.104237249635411,500,"continuous"
"196",-0.00264591574297583,500,"continuous"
"197",-0.0639687175602273,500,"continuous"
"198",0.151404964294033,500,"continuous"
"199",0.107477571378516,500,"continuous"
"200",0.0134257288856174,500,"continuous"
"201",-0.0262914185445575,1000,"continuous"
"202",0.0131040547813235,1000,"continuous"
"203",0.107003854124775,1000,"continuous"
"204",0.0548835091580423,1000,"continuous"
"205",0.0252947543417349,1000,"continuous"
"206",0.0150048827030966,1000,"continuous"
"207",0.197111064656344,1000,"continuous"
"208",-0.035237891441202,1000,"continuous"
"209",0.0224634184267485,1000,"continuous"
"210",0.120891971311923,1000,"continuous"
"211",0.228734542926137,1000,"continuous"
"212",0.0350031802009421,1000,"continuous"
"213",0.192848311390231,1000,"continuous"
"214",0.0378965467638637,1000,"continuous"
"215",0.0510219630726847,1000,"continuous"
"216",0.077736973411293,1000,"continuous"
"217",0.213009831773284,1000,"continuous"
"218",0.206178287588299,1000,"continuous"
"219",0.00358119328400585,1000,"continuous"
"220",-0.00974336137978076,1000,"continuous"
"221",0.0353675456889067,1000,"continuous"
"222",0.0425979636563092,1000,"continuous"
"223",0.170197320935028,1000,"continuous"
"224",0.160592693336647,1000,"continuous"
"225",0.170837888963211,1000,"continuous"
"226",0.0792106195483959,1000,"continuous"
"227",-0.029627792848046,1000,"continuous"
"228",0.108795401948572,1000,"continuous"
"229",0.292281765139196,1000,"continuous"
"230",0.0770229507571323,1000,"continuous"
"231",-0.0286723522660885,1000,"continuous"
"232",0.272707677804904,1000,"continuous"
"233",0.0139262268331888,1000,"continuous"
"234",0.226267870120951,1000,"continuous"
"235",0.0816910871383235,1000,"continuous"
"236",0.165509245243786,1000,"continuous"
"237",0.17241098883446,1000,"continuous"
"238",-0.0160121157070328,1000,"continuous"
"239",0.010435250729181,1000,"continuous"
"240",0.125004896028622,1000,"continuous"
"241",-0.00181626982011749,1000,"continuous"
"242",0.139961507764328,1000,"continuous"
"243",0.161697153659642,1000,"continuous"
"244",0.12340989338541,1000,"continuous"
"245",0.144442119020059,1000,"continuous"
"246",0.153526560175999,1000,"continuous"
"247",0.260962884612818,1000,"continuous"
"248",-0.017717578065865,1000,"continuous"
"249",0.317289638630745,1000,"continuous"
"250",-0.0481662011833665,1000,"continuous"
"251",0.0488705580878423,1000,"continuous"
"252",0.260611390042314,1000,"continuous"
"253",0.0238367888857304,1000,"continuous"
"254",0.130203453791447,1000,"continuous"
"255",0.103571750221785,1000,"continuous"
"256",0.0714688111384277,1000,"continuous"
"257",0.108256446962653,1000,"continuous"
"258",0.197139704944947,1000,"continuous"
"259",-0.0279283237791067,1000,"continuous"
"260",0.238768598714104,1000,"continuous"
"261",0.197139143718876,1000,"continuous"
"262",0.124117666459567,1000,"continuous"
"263",0.182249549309019,1000,"continuous"
"264",0.207233695929152,1000,"continuous"
"265",0.161887973917135,1000,"continuous"
"266",0.0945413481903997,1000,"continuous"
"267",0.124172593735999,1000,"continuous"
"268",0.167603204084369,1000,"continuous"
"269",0.0162807385706922,1000,"continuous"
"270",0.0144550942426368,1000,"continuous"
"271",0.287302244960083,1000,"continuous"
"272",0.0868754606689369,1000,"continuous"
"273",0.182251685354908,1000,"continuous"
"274",0.264573241912413,1000,"continuous"
"275",0.0190967597073426,1000,"continuous"
"276",0.0567611793383588,1000,"continuous"
"277",0.172677355894874,1000,"continuous"
"278",0.0570706246394601,1000,"continuous"
"279",0.165863437355727,1000,"continuous"
"280",0.0502269791627693,1000,"continuous"
"281",0.0954263609840867,1000,"continuous"
"282",0.275172630624126,1000,"continuous"
"283",-0.0548357632627154,1000,"continuous"
"284",0.272514154317615,1000,"continuous"
"285",0.0642277831776656,1000,"continuous"
"286",0.0524710262763235,1000,"continuous"
"287",0.218880985246049,1000,"continuous"
"288",0.106341041582032,1000,"continuous"
"289",0.032860615761235,1000,"continuous"
"290",-0.00331198365538489,1000,"continuous"
"291",0.251401633521885,1000,"continuous"
"292",0.159509187020064,1000,"continuous"
"293",0.110725541950762,1000,"continuous"
"294",0.180220933559837,1000,"continuous"
"295",0.216113458631057,1000,"continuous"
"296",0.193633878108216,1000,"continuous"
"297",0.219673540817602,1000,"continuous"
"298",0.0176029148366999,1000,"continuous"
"299",0.23346000742691,1000,"continuous"
"300",0.156670641441619,1000,"continuous"
"301",0.214492156786149,1000,"continuous"
"302",0.12356746087388,1000,"continuous"
"303",0.00105483470557477,1000,"continuous"
"304",0.0214659381909991,1000,"continuous"
"305",0.140560551067038,1000,"continuous"
"306",0.103039328194218,1000,"continuous"
"307",0.0550072848681097,1000,"continuous"
"308",0.21742835556692,1000,"continuous"
"309",0.211263427392999,1000,"continuous"
"310",0.130496814644316,1000,"continuous"
"311",0.16502945013079,1000,"continuous"
"312",0.153064665659503,1000,"continuous"
"313",0.203558564092625,1000,"continuous"
"314",0.0519235002250445,1000,"continuous"
"315",0.0435648109225451,1000,"continuous"
"316",0.221325906965181,1000,"continuous"
"317",0.0892966478503747,1000,"continuous"
"318",0.216758604624818,1000,"continuous"
"319",-0.026349141822974,1000,"continuous"
"320",0.289044284071033,1000,"continuous"
"321",0.126884548522603,1000,"continuous"
"322",0.185597500510124,1000,"continuous"
"323",0.172336819578842,1000,"continuous"
"324",0.137891488277432,1000,"continuous"
"325",0.119205620022715,1000,"continuous"
"326",0.221155859197486,1000,"continuous"
"327",0.25569800006592,1000,"continuous"
"328",0.0505731727670369,1000,"continuous"
"329",0.0928889208428439,1000,"continuous"
"330",-0.0335324757746932,1000,"continuous"
"331",0.215884664771279,1000,"continuous"
"332",0.186819500757289,1000,"continuous"
"333",0.077251764891131,1000,"continuous"
"334",0.00619721544338188,1000,"continuous"
"335",0.142539513508777,1000,"continuous"
"336",0.160288087696613,1000,"continuous"
"337",-0.0500507824744817,1000,"continuous"
"338",0.107948651616699,1000,"continuous"
"339",0.185055043092921,1000,"continuous"
"340",0.146859035579027,1000,"continuous"
"341",0.0635448261991219,1000,"continuous"
"342",0.185694532799296,1000,"continuous"
"343",0.124041629281675,1000,"continuous"
"344",0.102005085266677,1000,"continuous"
"345",0.193577919674584,1000,"continuous"
"346",0.103236173372425,1000,"continuous"
"347",0.183101935707396,1000,"continuous"
"348",-0.0115841252908959,1000,"continuous"
"349",0.288859500793206,1000,"continuous"
"350",0.0847234287531806,1000,"continuous"
"351",0.122594871376914,1000,"continuous"
"352",0.240197474700444,1000,"continuous"
"353",0.00663684384144894,1000,"continuous"
"354",0.0671821274982848,1000,"continuous"
"355",0.0944919411742272,1000,"continuous"
"356",0.0273544093234131,1000,"continuous"
"357",0.107237147240741,1000,"continuous"
"358",0.162903164657736,1000,"continuous"
"359",0.076889904629751,1000,"continuous"
"360",0.0147105586683746,1000,"continuous"
"361",0.243667930810196,1000,"continuous"
"362",0.0674964447411697,1000,"continuous"
"363",0.279672300266951,1000,"continuous"
"364",0.136321794983677,1000,"continuous"
"365",0.122736516890016,1000,"continuous"
"366",0.0613359425652997,1000,"continuous"
"367",0.191368942826323,1000,"continuous"
"368",0.0891215646034906,1000,"continuous"
"369",0.216005156504947,1000,"continuous"
"370",0.164772555299791,1000,"continuous"
"371",0.00462489416948325,1000,"continuous"
"372",0.0839384193936821,1000,"continuous"
"373",-0.0117204240762143,1000,"continuous"
"374",0.230654336502691,1000,"continuous"
"375",-0.0293933156347061,1000,"continuous"
"376",0.0882208995819246,1000,"continuous"
"377",0.0336661904935947,1000,"continuous"
"378",0.236310258838972,1000,"continuous"
"379",0.075802478779032,1000,"continuous"
"380",0.143998739352105,1000,"continuous"
"381",0.0430910713144095,1000,"continuous"
"382",0.0816538323114383,1000,"continuous"
"383",0.054318935474115,1000,"continuous"
"384",0.0321077596771246,1000,"continuous"
"385",0.105378252247224,1000,"continuous"
"386",0.0153866353174595,1000,"continuous"
"387",-0.0214303246083096,1000,"continuous"
"388",0.19821162975998,1000,"continuous"
"389",0.0561106723936309,1000,"continuous"
"390",0.0336811041754525,1000,"continuous"
"391",-0.0550011799447037,1000,"continuous"
"392",-0.0149102084419947,1000,"continuous"
"393",0.0875372850410431,1000,"continuous"
"394",0.0271248579309392,1000,"continuous"
"395",0.135900473670772,1000,"continuous"
"396",-0.0696930762876236,1000,"continuous"
"397",0.0577632233496199,1000,"continuous"
"398",0.0742922424034574,1000,"continuous"
"399",0.110421029258824,1000,"continuous"
"400",0.032125038145332,1000,"continuous"
"401",0.296198013780284,2000,"continuous"
"402",0.170424534471931,2000,"continuous"
"403",0.124702584218948,2000,"continuous"
"404",0.170666104159922,2000,"continuous"
"405",0.188650164107927,2000,"continuous"
"406",0.104073998260496,2000,"continuous"
"407",0.242587166971656,2000,"continuous"
"408",0.184494237487945,2000,"continuous"
"409",0.12397679819441,2000,"continuous"
"410",0.231539769627811,2000,"continuous"
"411",0.016220098482126,2000,"continuous"
"412",0.20742600705032,2000,"continuous"
"413",-0.0221707076398744,2000,"continuous"
"414",0.281954151487297,2000,"continuous"
"415",0.141202932621715,2000,"continuous"
"416",0.124826032708517,2000,"continuous"
"417",0.162258566727947,2000,"continuous"
"418",0.0946018455836228,2000,"continuous"
"419",0.169672083477646,2000,"continuous"
"420",0.115460295079848,2000,"continuous"
"421",0.0291840902951084,2000,"continuous"
"422",0.0441145902560743,2000,"continuous"
"423",0.0271051053782091,2000,"continuous"
"424",0.0209881245245485,2000,"continuous"
"425",0.166319925248408,2000,"continuous"
"426",0.193047103673267,2000,"continuous"
"427",0.0988519303602767,2000,"continuous"
"428",0.189903176283985,2000,"continuous"
"429",0.183792737852474,2000,"continuous"
"430",0.13733535600454,2000,"continuous"
"431",0.155283598610628,2000,"continuous"
"432",0.0504328477599691,2000,"continuous"
"433",0.206341956754251,2000,"continuous"
"434",0.269439607454594,2000,"continuous"
"435",0.191719969731858,2000,"continuous"
"436",0.0716392620606328,2000,"continuous"
"437",0.160307355539591,2000,"continuous"
"438",0.269457243127075,2000,"continuous"
"439",0.180414936782004,2000,"continuous"
"440",0.0488400717390603,2000,"continuous"
"441",0.00404957018542361,2000,"continuous"
"442",0.159723053461622,2000,"continuous"
"443",-0.0146197092351928,2000,"continuous"
"444",0.215460480721987,2000,"continuous"
"445",0.251221443943588,2000,"continuous"
"446",0.214838866199113,2000,"continuous"
"447",0.293059689285719,2000,"continuous"
"448",0.126029350351751,2000,"continuous"
"449",0.261050277249719,2000,"continuous"
"450",0.120955567754903,2000,"continuous"
"451",0.178467613946098,2000,"continuous"
"452",0.249060032668424,2000,"continuous"
"453",0.0918099690333884,2000,"continuous"
"454",0.255987810354379,2000,"continuous"
"455",0.0962233262925179,2000,"continuous"
"456",0.174784132601806,2000,"continuous"
"457",0.159112464639672,2000,"continuous"
"458",0.128672463396467,2000,"continuous"
"459",0.198686489853504,2000,"continuous"
"460",0.0743119880477837,2000,"continuous"
"461",0.190437712268692,2000,"continuous"
"462",0.112329930869717,2000,"continuous"
"463",0.132745645251242,2000,"continuous"
"464",0.309448442732049,2000,"continuous"
"465",0.0349427612395353,2000,"continuous"
"466",0.102436080929638,2000,"continuous"
"467",0.315707846909158,2000,"continuous"
"468",0.166903997659098,2000,"continuous"
"469",0.25752926704946,2000,"continuous"
"470",0.182720555586682,2000,"continuous"
"471",0.0951098007533796,2000,"continuous"
"472",0.167199024178627,2000,"continuous"
"473",0.220447889343114,2000,"continuous"
"474",0.268120315263452,2000,"continuous"
"475",0.157005596727284,2000,"continuous"
"476",0.0136576797121611,2000,"continuous"
"477",0.256900652174844,2000,"continuous"
"478",0.133745770137216,2000,"continuous"
"479",0.132443688795266,2000,"continuous"
"480",0.230508736531887,2000,"continuous"
"481",0.132830482473635,2000,"continuous"
"482",0.0452958053973389,2000,"continuous"
"483",0.165095218243437,2000,"continuous"
"484",0.173654965683388,2000,"continuous"
"485",0.143036685771932,2000,"continuous"
"486",0.205171216116963,2000,"continuous"
"487",0.322076426982351,2000,"continuous"
"488",0.186024327509959,2000,"continuous"
"489",0.0266206707209975,2000,"continuous"
"490",0.0957245876666658,2000,"continuous"
"491",0.308162799430856,2000,"continuous"
"492",0.131666099594019,2000,"continuous"
"493",0.0763919134128204,2000,"continuous"
"494",0.204199102212816,2000,"continuous"
"495",0.143037249939691,2000,"continuous"
"496",0.151258352922773,2000,"continuous"
"497",0.149085589299688,2000,"continuous"
"498",0.110108900311438,2000,"continuous"
"499",0.0426379512574205,2000,"continuous"
"500",0.227847174924369,2000,"continuous"
"501",0.117168447712116,2000,"continuous"
"502",0.171227595328558,2000,"continuous"
"503",0.203307054563903,2000,"continuous"
"504",0.0970535855418586,2000,"continuous"
"505",0.0942662372490396,2000,"continuous"
"506",0.184035418758115,2000,"continuous"
"507",0.228596092256088,2000,"continuous"
"508",0.313859091570595,2000,"continuous"
"509",0.0792267482212353,2000,"continuous"
"510",0.260367059467632,2000,"continuous"
"511",0.187064115306459,2000,"continuous"
"512",0.135631365150132,2000,"continuous"
"513",0.13363397056425,2000,"continuous"
"514",0.159287802012669,2000,"continuous"
"515",0.224814922378175,2000,"continuous"
"516",0.0406846366010288,2000,"continuous"
"517",0.255983816734741,2000,"continuous"
"518",0.107074878768543,2000,"continuous"
"519",0.227613318466088,2000,"continuous"
"520",0.186500955156355,2000,"continuous"
"521",0.181245775998621,2000,"continuous"
"522",0.164854891980966,2000,"continuous"
"523",0.260507843211049,2000,"continuous"
"524",0.141996772186248,2000,"continuous"
"525",0.189905328310327,2000,"continuous"
"526",0.231422046785559,2000,"continuous"
"527",0.136762072339525,2000,"continuous"
"528",0.274236874527354,2000,"continuous"
"529",0.131702611663488,2000,"continuous"
"530",0.00501395858011685,2000,"continuous"
"531",0.0788102121468829,2000,"continuous"
"532",0.319131564703779,2000,"continuous"
"533",0.292965393658376,2000,"continuous"
"534",0.234523117668849,2000,"continuous"
"535",0.0633891413126505,2000,"continuous"
"536",0.0132337518017348,2000,"continuous"
"537",0.204150672374455,2000,"continuous"
"538",0.0640476102255002,2000,"continuous"
"539",0.226384657842584,2000,"continuous"
"540",0.194997709158792,2000,"continuous"
"541",0.23822231120949,2000,"continuous"
"542",0.257631574511414,2000,"continuous"
"543",0.103802596154605,2000,"continuous"
"544",0.19454045310814,2000,"continuous"
"545",0.311536586430887,2000,"continuous"
"546",0.144679546823507,2000,"continuous"
"547",0.119811195113493,2000,"continuous"
"548",0.0219125505813486,2000,"continuous"
"549",0.139785246818583,2000,"continuous"
"550",0.0879049472858537,2000,"continuous"
"551",0.316089561019857,2000,"continuous"
"552",0.203275916304098,2000,"continuous"
"553",0.27316263911805,2000,"continuous"
"554",0.141882085914909,2000,"continuous"
"555",0.134441027692442,2000,"continuous"
"556",0.226331355429045,2000,"continuous"
"557",0.2643551012804,2000,"continuous"
"558",0.0728482973115088,2000,"continuous"
"559",0.323851165340819,2000,"continuous"
"560",0.301217621546516,2000,"continuous"
"561",0.0391343973003411,2000,"continuous"
"562",0.047363098704358,2000,"continuous"
"563",0.268170140419102,2000,"continuous"
"564",0.333146685263658,2000,"continuous"
"565",0.240828200866895,2000,"continuous"
"566",0.242234112654518,2000,"continuous"
"567",0.230509547092305,2000,"continuous"
"568",-0.00178060944296946,2000,"continuous"
"569",0.319236629112119,2000,"continuous"
"570",0.108120188549299,2000,"continuous"
"571",0.259015323593223,2000,"continuous"
"572",0.145732082411093,2000,"continuous"
"573",0.163886692969027,2000,"continuous"
"574",0.348982463068528,2000,"continuous"
"575",0.0444035269261179,2000,"continuous"
"576",0.0278534131675354,2000,"continuous"
"577",0.298120907577564,2000,"continuous"
"578",0.222241604309036,2000,"continuous"
"579",-0.0356364373842641,2000,"continuous"
"580",0.270819528464254,2000,"continuous"
"581",-0.0632024406323127,2000,"continuous"
"582",0.198836638340354,2000,"continuous"
"583",0.19590053608968,2000,"continuous"
"584",0.32417081977747,2000,"continuous"
"585",0.160873744565717,2000,"continuous"
"586",0.108553384367609,2000,"continuous"
"587",0.034833847752774,2000,"continuous"
"588",0.185624604729129,2000,"continuous"
"589",0.33007361788862,2000,"continuous"
"590",0.130707837769065,2000,"continuous"
"591",0.195386860705979,2000,"continuous"
"592",0.186548037787571,2000,"continuous"
"593",0.185437421278331,2000,"continuous"
"594",0.207642465476984,2000,"continuous"
"595",0.123248641905651,2000,"continuous"
"596",0.027796799798473,2000,"continuous"
"597",0.196992046275874,2000,"continuous"
"598",0.167864695266445,2000,"continuous"
"599",0.0473944973314028,2000,"continuous"
"600",0.154048214574341,2000,"continuous"
"601",0.167639475516117,4000,"continuous"
"602",0.228835862994985,4000,"continuous"
"603",0.216562641585083,4000,"continuous"
"604",0.227755530974402,4000,"continuous"
"605",0.229020194941834,4000,"continuous"
"606",0.319008562380356,4000,"continuous"
"607",0.172220722382298,4000,"continuous"
"608",0.313255978913443,4000,"continuous"
"609",0.231658169086848,4000,"continuous"
"610",0.191840026738735,4000,"continuous"
"611",0.20026182108599,4000,"continuous"
"612",0.232916322110431,4000,"continuous"
"613",0.32467144580397,4000,"continuous"
"614",0.246672010628719,4000,"continuous"
"615",0.292492412356866,4000,"continuous"
"616",0.209068755682649,4000,"continuous"
"617",0.294715178966016,4000,"continuous"
"618",0.239934135364312,4000,"continuous"
"619",0.266715122216712,4000,"continuous"
"620",0.308330370329167,4000,"continuous"
"621",0.275087121786278,4000,"continuous"
"622",0.178701092300271,4000,"continuous"
"623",0.220071966851712,4000,"continuous"
"624",0.234423474671101,4000,"continuous"
"625",0.282293971606437,4000,"continuous"
"626",0.200840262079395,4000,"continuous"
"627",0.154445948705466,4000,"continuous"
"628",0.187917253692974,4000,"continuous"
"629",0.260457367079063,4000,"continuous"
"630",0.0198050276411198,4000,"continuous"
"631",0.287128065526202,4000,"continuous"
"632",0.0546345030477356,4000,"continuous"
"633",0.313768288753311,4000,"continuous"
"634",0.306677627934186,4000,"continuous"
"635",0.0963398704526611,4000,"continuous"
"636",0.0728659628753028,4000,"continuous"
"637",0.198733606601155,4000,"continuous"
"638",0.222775017155623,4000,"continuous"
"639",0.319721866471907,4000,"continuous"
"640",0.221175260779221,4000,"continuous"
"641",0.166962296925864,4000,"continuous"
"642",0.291564463493423,4000,"continuous"
"643",0.25623692154427,4000,"continuous"
"644",0.161575990776703,4000,"continuous"
"645",0.200320241067304,4000,"continuous"
"646",0.212242909949311,4000,"continuous"
"647",0.263598900617648,4000,"continuous"
"648",0.157033242090353,4000,"continuous"
"649",0.149441511578267,4000,"continuous"
"650",0.179215976844872,4000,"continuous"
"651",0.233942294735386,4000,"continuous"
"652",0.104754918812341,4000,"continuous"
"653",0.188513105033069,4000,"continuous"
"654",0.0824377701454235,4000,"continuous"
"655",0.140000336628292,4000,"continuous"
"656",0.118190657733739,4000,"continuous"
"657",0.174946785561518,4000,"continuous"
"658",0.23662937640575,4000,"continuous"
"659",0.211312025691508,4000,"continuous"
"660",0.332690279345643,4000,"continuous"
"661",0.226288996972896,4000,"continuous"
"662",0.209156727611689,4000,"continuous"
"663",0.191331603387609,4000,"continuous"
"664",0.172831559227052,4000,"continuous"
"665",0.224971787470588,4000,"continuous"
"666",0.213582258600046,4000,"continuous"
"667",0.211942497438713,4000,"continuous"
"668",0.24711618340807,4000,"continuous"
"669",0.137475315818423,4000,"continuous"
"670",0.21584238999653,4000,"continuous"
"671",0.149959641916014,4000,"continuous"
"672",0.155149961347256,4000,"continuous"
"673",0.202410165719782,4000,"continuous"
"674",0.23656260383597,4000,"continuous"
"675",0.105787009869055,4000,"continuous"
"676",0.267387837889726,4000,"continuous"
"677",0.220846170857676,4000,"continuous"
"678",0.297246400770029,4000,"continuous"
"679",0.142776620097279,4000,"continuous"
"680",0.292193266003556,4000,"continuous"
"681",0.240574639158236,4000,"continuous"
"682",0.314238753356428,4000,"continuous"
"683",0.269005838407201,4000,"continuous"
"684",0.213706236395483,4000,"continuous"
"685",0.265333114591898,4000,"continuous"
"686",0.151809403029905,4000,"continuous"
"687",0.224960949519078,4000,"continuous"
"688",0.232586878201548,4000,"continuous"
"689",0.333659229599065,4000,"continuous"
"690",0.166774287606774,4000,"continuous"
"691",0.316018816823729,4000,"continuous"
"692",0.22554083208988,4000,"continuous"
